name,offer_price,original_price,off_now,total_ratings,total_reviews,rating,description,created_at
ASUS Vivobook 15 Ryzen 3 Dual Core AMD Ryzen™ 3 3250U - (8 GB/512 GB SSD/Windows 11 Home) M515DA-BQ332...,28790,49990,42% off,37,15,4.5,"['AMD Ryzen 3 Dual Core Processor', '8 GB DDR4 RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 inch) Display', 'Windows 11 Home, Microsoft Office Home & Student 2021, 1 Year Mcafee', '1 Year On site Manufacturing warranty']",2022-09-23 22:43:19.017208+05:30
ASUS TUF Gaming A17 with 90Whr Battery Ryzen 5 Hexa Core AMD R5-4600H - (8 GB/512 GB SSD/Windows 11 Ho...,51890,71990,27% off,161,29,4.5,"['AMD Ryzen 5 Hexa Core Processor', '8 GB DDR4 RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '43.94 cm (17.3 Inch) Display', '1 Year Onsite Warranty']",2022-09-23 22:43:19.017208+05:30
Infinix X1 Slim Series Core i7 10th Gen - (16 GB/512 GB SSD/Windows 11 Home) XL21 Thin and Light Lapto...,46890,69999,33% off,71,20,3.7,"['Intel Core i7 Processor (10th Gen)', '16 GB LPDDR4X RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '35.56 cm (14 Inch) Display', 'NA', '1 Year Onsite Warranty']",2022-09-23 22:43:19.018208+05:30
HP Pavilion Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce ...,49890,63539,21% off,7529,812,4.5,"['AMD Ryzen 5 Hexa Core Processor', '8 GB DDR4 RAM', '64 bit Windows 10 Operating System', '512 GB SSD', '39.62 cm (15.6 inch) Display', 'HP Documentation, HP e-service, HP BIOS Recovery, HP SSRM, HP Smart, HP Jumpstarts', '1 Year Onsite Warranty']",2022-09-23 22:43:19.018208+05:30
Lenovo Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15IML05 Thin and Light Laptop,30990,61490,49% off,471,52,4.3,"['Intel Core i3 Processor (10th Gen)', '8 GB DDR4 RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 inch) Display', 'Office Home and Student 2021', '2 Year Onsite�Warranty']",2022-09-23 22:43:19.018208+05:30
Lenovo IdeaPad 3 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) 81WA00Q3IN|81WA00MEIN Thin and L...,27990,50290,44% off,427,52,4.2,"['Intel Core i3 Processor (10th Gen)', '8 GB DDR4 RAM', '64 bit Windows 11 Operating System', '256 GB SSD', '35.56 cm (14 inch) Display', '2 Years Onsite�Warranty']",2022-09-23 22:43:19.018208+05:30
Infinix X1 Slim Series Core i7 10th Gen - (16 GB/512 GB SSD/Windows 11 Home) XL21 Thin and Light Lapto...,46890,69999,33% off,71,20,3.7,"['Intel Core i7 Processor (10th Gen)', '16 GB LPDDR4X RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '35.56 cm (14 Inch) Display', 'NA', '1 Year Onsite Warranty']",2022-09-23 22:43:19.019208+05:30
HP Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5111TU Thin and Light Laptop,54890,67831,19% off,863,92,4.2,"['Intel Core i5 Processor (12th Gen)', '8 GB DDR4 RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 inch) Display', '1 Year Onsite Warranty']",2022-09-23 22:43:19.019208+05:30
MSI Modern 14 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 B5M-242IN Thin and...,41890,61990,32% off,1712,249,4.4,"['AMD Ryzen 5 Hexa Core Processor', '8 GB DDR4 RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '35.56 cm (14 inch) Display', '1 Year Warranty']",2022-09-23 22:43:19.019208+05:30
Lenovo IdeaPad 3 Celeron Dual Core - (8 GB/256 GB SSD/Windows 11 Home) 81WQ00MQIN|81WQ00NXIN Laptop,24990,40490,38% off,50,4,4.1,"['Intel Celeron Dual Core Processor', '8 GB DDR4 RAM', '64 bit Windows 11 Operating System', '256 GB SSD', '39.62 cm (15.6 Inch) Display', '2 Years Onsite�Warranty']",2022-09-23 22:43:19.020208+05:30
Lenovo Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15IML05 Thin and Light Laptop,29390,89988,67% off,0,0,0,"['Intel Core i3 Processor (10th Gen)', '8 GB DDR4 RAM', '64 bit Windows 11 Operating System', '256 GB SSD', '39.62 cm (15.6 Inch) Display', '1 Year Onsite Warranty']",2022-09-23 22:43:19.020208+05:30
APPLE 2020 Macbook Air M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MGN63HN/A,94890,99900,5% off,7744,713,4.7,"['Apple M1 Processor', '8 GB DDR4 RAM', 'Mac OS Operating System', '256 GB SSD', '33.78 cm (13.3 inch) Display', 'Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player', '1 Year Limited Warra\xadnty']",2022-09-23 22:43:19.855591+05:30
DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) INSPIRON 3511 Thin and Light Lapto...,60350,81497,25% off,30,1,4.5,"['Intel Core i5 Processor (11th Gen)', '16 GB DDR4 RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 Inch) Display', '1 Year Onsite Warranty']",2022-09-23 22:43:19.855591+05:30
"DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511,Inspiron 300...",39990,59839,33% off,1221,149,4.3,"['Processor: Intel i3-1115G4 (Base- 1.70 GHz & Turbo up to 4.10 GHz) 2 Cores', 'RAM & Storage: 8GB DDR4 & 1TB + 256GB SSD', 'Graphics & Keyboard: Integrated & Standard Keyboard', 'Display: 15.6"" FHD WVA AG Narrow Border', 'Ports: 2x USB 3.2 Gen1 ,1x USB 2.0, HDMI 1.4, SD Card reader, Audio jack, 1 M.2 2230/2280 slot for solid-state drive/Intel Optane', 'Intel Core i3 Processor (11th Gen)', '8 GB DDR4 RAM', '64 bit Windows 11 Operating System', '1 TB HDD|256 GB SSD', '39.62 cm (15.6 inch) Display', '1 Year Onsite Warranty']",2022-09-23 22:43:19.855591+05:30
Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core AMD R7-5800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphic...,64890,102090,36% off,15,3,4.3,"['AMD Ryzen 7 Octa Core Processor', '8 GB DDR4 RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 inch) Display', '1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection']",2022-09-23 22:43:19.855591+05:30
ASUS Vivobook 15 Ryzen 7 Quad Core AMD R7-3700U - (16 GB/512 GB SSD/Windows 11 Home) M515DA-BQ722WS La...,46180,74990,38% off,185,24,4.4,"['AMD Ryzen 7 Quad Core Processor', '16 GB DDR4 RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 inch) Display', 'Windows 11 Home, Microsoft Office Home & Student 2021, 1 Year Mcafee', '1 Year On site Manufacturing warranty']",2022-09-23 22:43:19.856591+05:30
ASUS VivoBook 15 (2022) Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ562WS | X515JA-E...,34990,62990,44% off,1914,173,4.3,"['Intel Core i5 Processor (10th Gen)', '8 GB DDR4 RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 inch) Display', 'Office Home and Student 2021', '1 Year Onsite Warranty']",2022-09-23 22:43:19.856591+05:30
APPLE MacBook Air M1 - (16 GB/256 GB SSD/Mac OS Big Sur) Z124J005KD,102890,112900,8% off,249,29,4.6,"['Apple M1 Processor', '16 GB DDR4 RAM', 'Mac OS Operating System', '256 GB SSD', '33.78 cm (13.3 inch) Display', 'Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player', '1 Year Limited Warranty']",2022-09-23 22:43:19.856591+05:30
Infinix X1 Series Core i7 10th Gen - (16 GB/512 GB SSD/Windows 11 Home/128 MB Graphics) XL12 Thin and ...,46890,69999,33% off,115,17,4.3,"['Intel Core i7 Processor (10th Gen)', '16 GB LPDDR4X RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '35.56 cm (14 Inch) Display', '1 Year Onsite Warranty']",2022-09-23 22:43:19.857591+05:30
MSI Bravo 15 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeo...,49890,72990,31% off,757,119,4.5,"['AMD Ryzen 5 Hexa Core Processor', '8 GB DDR4 RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 inch) Display', '1 Year Warranty']",2022-09-23 22:43:19.857591+05:30
HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 14s-fq1092au Thin and Light Laptop,45890,57042,19% off,966,118,4.3,"['AMD Ryzen 5 Hexa Core Processor', '8 GB DDR4 RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '35.56 cm (14 inch) Display', 'Microsoft Office Home & Student 2019, HP Documentation, HP SSRM, HP Smart ""', '1 Year Onsite Warranty']",2022-09-23 22:43:19.857591+05:30
DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) INSPIRON 3515 Thin and Light...,33690,47695,29% off,370,49,4.2,"['AMD Ryzen 3 Dual Core Processor', '8 GB DDR4 RAM', '64 bit Windows 11 Operating System', '256 GB SSD', '39.62 cm (15.6 inch) Display', '1 Year Onsite Warranty']",2022-09-23 22:43:19.857591+05:30
Infinix X1 Slim Series Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL21 Thin and Light Laptop,36890,59999,38% off,294,50,4.2,"['Intel Core i5 Processor (10th Gen)', '8 GB LPDDR4X RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '35.56 cm (14 Inch) Display', 'NA', '1 Year Onsite Warranty']",2022-09-23 22:43:19.858591+05:30
RedmiBook Pro Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) Thin and Light Laptop,38990,59999,35% off,2476,329,4.2,"['Intel Core i5 Processor (11th Gen)', '8 GB DDR4 RAM', 'Windows 10 Operating System', '512 GB SSD', '39.62 cm (15.6 inch) Display', 'MS Office Home & Student 2019, Mi Smart Share, DTS Audio processing', '1 Year Onsite Warranty']",2022-09-23 22:43:19.858591+05:30
ASUS Core i5 11th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 11 Home) X712EA-AU511WS Laptop,48990,85990,43% off,35,6,4.5,"['Intel Core i5 Processor (11th Gen)', '16 GB DDR4 RAM', '64 bit Windows 11 Operating System', '1 TB HDD|256 GB SSD', '43.94 cm (17.3 inch) Display', '1 Year Onsite Warranty']",2022-09-23 22:43:19.858591+05:30
acer Extensa Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) EX 215-54/ EX 215-54-356V Thin and L...,30990,41999,26% off,62,7,4.1,"['Intel Core i3 Processor (11th Gen)', '8 GB DDR4 RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 Inch) Display', '1 Year International Travelers Warranty (ITW)']",2022-09-23 22:43:19.859591+05:30
Infinix X1 Series Core i7 10th Gen - (16 GB/512 GB SSD/Windows 11 Home/128 MB Graphics) XL12 Thin and ...,46890,69999,33% off,115,17,4.3,"['Intel Core i7 Processor (10th Gen)', '16 GB LPDDR4X RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '35.56 cm (14 Inch) Display', '1 Year Onsite Warranty']",2022-09-23 22:43:19.859591+05:30
ASUS Vivobook 15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ552WS Thin and Light La...,37890,62990,39% off,0,0,0,"['Intel Core i5 Processor (10th Gen)', '8 GB DDR4 RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 Inch) Display', '1 Year Onsite Warranty']",2022-09-23 22:43:19.859591+05:30
ASUS ROG Strix G15 Ryzen 7 Octa Core AMD R7-4800H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVID...,89890,115990,22% off,17,0,4.8,"['AMD Ryzen 7 Octa Core Processor', '16 GB DDR4 RAM', 'Windows 11 Operating System', '1 TB SSD', '39.62 cm (15.6 inch) Display', 'Microsoft Office Home & Student', '1 Year Onsite Warranty']",2022-09-23 22:43:19.859591+05:30
ASUS VivoBook K15 OLED (2022) Ryzen 5 Hexa Core AMD R5-5500U - (16 GB/512 GB SSD/Windows 11 Home) KM51...,51890,80990,35% off,261,35,4.5,"['AMD Ryzen 5 Hexa Core Processor', '16 GB DDR4 RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 inch) Display', 'Office Home and Student 2021', '1 Year Onsite Warranty']",2022-09-23 22:43:19.860591+05:30
Infinix X1 Slim Series Core i5 10th Gen - (16 GB/512 GB SSD/Windows 11 Home) XL21 Thin and Light Lapto...,39890,64999,38% off,57,17,4,"['Intel Core i5 Processor (10th Gen)', '16 GB LPDDR4X RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '35.56 cm (14 Inch) Display', 'NA', '1 Year Onsite Warranty']",2022-09-23 22:43:19.860591+05:30
ASUS Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ382WS Laptop,29890,50990,41% off,0,0,0,"['Intel Core i3 Processor (10th Gen)', '8 GB DDR4 RAM', 'Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 inch) Display', '1 Year Manufacturer']",2022-09-23 22:43:19.860591+05:30
DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3515 Notebook,37700,54435,30% off,17,2,4.6,"['AMD Ryzen 3 Dual Core Processor', '8 GB DDR4 RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 Inch) Display', '1 Year Onsite Warranty']",2022-09-23 22:43:19.861591+05:30
ASUS VivoBook 15 (2022) Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) X515EA-EJ502WS T...,41990,72990,42% off,1921,182,4.3,"['Intel Core i5 Processor (11th Gen)', '8 GB DDR4 RAM', '64 bit Windows 11 Operating System', '1 TB HDD|256 GB SSD', '39.62 cm (15.6 inch) Display', 'Office Home and Student 2021', '1 Year Onsite Warranty']",2022-09-23 22:43:19.861591+05:30
Infinix X1 Slim Series Core i7 10th Gen - (16 GB/512 GB SSD/Windows 11 Home) XL21 Thin and Light Lapto...,46890,69999,33% off,71,20,3.7,"['Intel Core i7 Processor (10th Gen)', '16 GB LPDDR4X RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '35.56 cm (14 Inch) Display', 'NA', '1 Year Onsite Warranty']",2022-09-23 22:43:19.861591+05:30
RedmiBook 15 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Thin and Light Laptop,28890,51990,44% off,1648,201,4.2,"['Intel Core i3 Processor (11th Gen)', '8 GB DDR4 RAM', 'Windows 10 Operating System', '256 GB SSD', '39.62 cm (15.6 inch) Display', 'MS Office Home & Student 2019, Mi Smart Share, DTS Audio processing', '1 Year Onsite Warranty']",2022-09-23 22:43:20.864192+05:30
ASUS VivoBook 14 (2022) Ryzen 5 Quad Core AMD R5-3500U - (8 GB/512 GB SSD/Windows 11 Home) M415DA-EB71...,35890,57990,38% off,102,11,4.2,"['AMD Ryzen 5 Quad Core Processor', '8 GB DDR4 RAM', '32 bit Windows 11 Operating System', '512 GB SSD', '35.56 cm (14 inch) Display', 'Office Home and Student 2021', '1 Year Onsite Warranty']",2022-09-23 22:43:20.864192+05:30
Lenovo Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop,47890,97890,51% off,0,0,0,"['Intel Core i5 Processor (11th Gen)', '8 GB DDR4 RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 Inch) Display', '1 Year Onsite Warranty']",2022-09-23 22:43:20.864192+05:30
Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core AMD R7-5800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphic...,64890,102090,36% off,15,3,4.3,"['AMD Ryzen 7 Octa Core Processor', '8 GB DDR4 RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 inch) Display', '1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection']",2022-09-23 22:43:20.865193+05:30
ASUS TUF Dash F15 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,93990,128990,27% off,0,0,0,"['Intel Core i7 Processor (12th Gen)', '16 GB DDR5 RAM', '64 bit Windows 11 Operating System', '1 TB SSD', '39.62 cm (15.6 inch) Display', '1 Year Onsite Warranty']",2022-09-23 22:43:20.865193+05:30
Lenovo IdeaPad Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,44990,76890,41% off,527,60,4.3,"['Intel Core i5 Processor (11th Gen)', '8 GB DDR4 RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 Inch) Display', '1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidentaly Damage Protection']",2022-09-23 22:43:20.865193+05:30
HP Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14s - dy2507TU Thin and Light Laptop,34890,47206,26% off,138,15,4.1,"['Intel Core i3 Processor (11th Gen)', '8 GB DDR4 RAM', '64 bit Windows 11 Operating System', '256 GB SSD', '35.56 cm (14 inch) Display', '1 Year Onsite Warranty']",2022-09-23 22:43:20.866193+05:30
Infinix X1 Series Core i7 10th Gen - (16 GB/512 GB SSD/Windows 11 Home/128 MB Graphics) XL12 Thin and ...,46890,69999,33% off,115,17,4.3,"['Intel Core i7 Processor (10th Gen)', '16 GB LPDDR4X RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '35.56 cm (14 Inch) Display', '1 Year Onsite Warranty']",2022-09-23 22:43:20.866193+05:30
Lenovo IdeaPad Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) IdeaPad 5 15ALC05 Thin and ...,44890,78290,42% off,64,11,4.2,"['AMD Ryzen 5 Hexa Core Processor', '8 GB DDR4 RAM', '64 bit Windows 10 Operating System', '512 GB SSD', '39.62 cm (15.6 inch) Display', 'Microsoft Office 2019 Home & Student', '1 Year Onsite�Warranty�+ 1 Year Accidental Damage Protection + 1 Year premium Care']",2022-09-23 22:43:20.866193+05:30
ASUS Vivobook Pro 15 Ryzen 7 Octa Core AMD R7-4800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/...,62890,82990,24% off,7,1,4.4,"['AMD Ryzen 7 Octa Core Processor', '16 GB DDR4 RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 Inch) Display', '1 Year Onsite Warranty']",2022-09-23 22:43:20.866193+05:30
DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/1 TB HDD/Windows 10) Inspiron 3505 Notebook,38200,49613,23% off,444,42,4,"['AMD Ryzen 3 Dual Core Processor', '8 GB DDR4 RAM', '64 bit Windows 10 Operating System', '1 TB HDD', '39.62 cm (15.6 inch) Display', 'Microsoft Office Home and Student 2019', '1 Year Onsite Warranty']",2022-09-23 22:43:20.867193+05:30
Infinix X1 Slim Series Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL21 Thin and Light Laptop,36890,59999,38% off,294,50,4.2,"['Intel Core i5 Processor (10th Gen)', '8 GB LPDDR4X RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '35.56 cm (14 Inch) Display', 'NA', '1 Year Onsite Warranty']",2022-09-23 22:43:20.867193+05:30
Lenovo IdeaPad Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 81X800J3IN | 81X800LGIN Thin and L...,33990,59890,43% off,74,8,4.2,"['Intel Core i3 Processor (11th Gen)', '8 GB DDR4 RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '39.62 cm (15.6 Inch) Display', 'Office Home and Student 2021', '2 Year Onsite�Warranty']",2022-09-23 22:43:20.867193+05:30
realme Book (Slim) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) RMNB1001 Thin and Light Laptop,32890,54999,40% off,8708,1364,4.4,"['Stylish & Portable Thin and Light Laptop', '14 inch 2K QHD, IPS LCD Display ( 400nits peak brightness, 100% sRGB, 3:2 aspect ratio, Full Vision Display)', 'Finger Print Sensor for Faster System Access', 'Light Laptop without Optical Disk Drive', 'Intel Core i3 Processor (11th Gen)', '8 GB DDR4 RAM', '64 bit Windows 10 Operating System', '256 GB SSD', '35.56 cm (14 inch) Display', 'NA', '1 Year Onsite Warranty']",2022-09-23 22:43:20.868193+05:30
ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) K413EA-EB302WS Thin...,37990,58990,35% off,22,3,4.5,"['Intel Core i3 Processor (11th Gen)', '8 GB DDR4 RAM', '64 bit Windows 11 Operating System', '512 GB SSD', '35.56 cm (14 inch) Display', '1 Year Onsite Warranty']",2022-09-23 22:43:20.868193+05:30
